"occ_id","Record.ID","Data.Resource.ID","Data.Resource.Name","Institution.ID","Institution","Collection.ID","Collection","Licence","Catalogue.Number","Taxon.Concept.GUID","Scientific.Name...original","Vernacular.name...original","Scientific.Name","Taxon.Rank","Vernacular.name","Kingdom","Phylum","Class","Order","Family","Genus","Species","Institution.Code","Collection.Code","Locality","Latitude...original","Longitude...original","Geodetic.datum...original","Latitude","Longitude","Coordinate.Uncertainty.in.Metres","Country...parsed","State...parsed","Minimum.elevation.in.meters","Maximum.elevation.in.meters","Minimum.depth.in.meters","Maximum.depth.in.meters","Individual.count","Year","Month","Basis.Of.Record","Basis.Of.Record...original","Occurrence.status","Sex","Taxonomic.Quality","Location.Quality","Collector","identified._.by","identified._.date","Record.number","raw._.sampling._.protocol","event._.id","Occurrence.status.assumed.to.be.present","Coordinates.are.out.of.range.for.species","Coordinates.dont.match.supplied.country","Day.and.month.transposed","Depth.value.supplied.in.feet","Depth.value.non.numeric","Depth.out.of.range","First.of.the.month","First.of.the.year","Identification.date.before.occurrence.date","Incomplete.collection.date","Invalid.collection.date","Name.not.in.national.checklists","Name.not.recognised","Collector.name.unparseable","Supplied.country.not.recognised","Kingdom.not.recognised","Type.status.not.recognised","Unrecognized.geodetic.datum","valid_coord",".val",".equ",".zer",".cap",".cen",".sea",".otl",".gbf",".inst",".summary"
"occ_001","fc63d9f6-545d-4570-8fa7-c9fece4cfac6","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",21258,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","Km 3 da estrada Porto Canoinha-Porto Vitória, SC",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"20",1964,3,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","","F.A.G.Melo","2001-01-01",NA,NA,"Z64031301","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_002","fa9c2b4b-6f0a-4a7d-8d45-7f823f4ab6f5","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",21489,233203,"Astyanax fasciatus",NA,"Astyanax fasciatus","species","Mexican tetra","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax fasciatus","MNRJ","ICTIOLOGIAMNRJ","rio São Francisco, Pirapora, MG",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"47",1958,3,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","H.Travassos","F.A.G.Melo","2001-01-01",NA,NA,"HT58031301","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_003","f7c4771a-e5f3-41c8-b559-405d74f7cb0a","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",22059,233082,"Astyanax bimaculatus",NA,"Astyanax bimaculatus","species","Twospot astyanax","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax bimaculatus","MNRJ","ICTIOLOGIAMNRJ","rio marimbú, Santo Antonio, Andaraí, BA",-12.76083333,-41.29194444,"unknown",-12.76083333,-41.29194444,NA,"",NA,NA,NA,NA,NA,"13",1999,3,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","A.Clistenes","A.Clistenes","2001-01-01",NA,NA,"ACAS99031503","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"occ_004","f754962c-e07f-494c-8106-0bdcdbb60571","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",25400,264352,"Astyanax hastatus",NA,"Astyanax hastatus","species","","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax hastatus","MNRJ","ICTIOLOGIAMNRJ","rio Grande, Estrada do Pau da Fome, 1,5Km a jusante do Parque Estadual da Pedra Branca, sob a ponte",-22.91666667,-43.41666667,"unknown",-22.91666667,-43.41666667,NA,"",NA,NA,NA,NA,NA,"2",2003,3,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","J.R.Gomes","J.R.Gomes","2003-01-01",NA,NA,"JRG2003030601","true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_005","ed47c9f4-f463-4d9b-95a7-630003272fb7","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",28278,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","córrego afl.do rio Pará (bacia do São Francisco), Vila do Cercado, Munic. de Pitanguy, Minas Gerais",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"10",1947,3,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","Rafael Costa Cruz Figueira","F.A.G.Melo","2004-01-01",NA,NA,"RCCF47030001","true","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_006","ea888859-d3e4-48d3-b97f-bc8fcc91ab34","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",22658,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","rio Roncador, Lençóis, BA",-12.70027778,-41.35722222,"unknown",-12.70027778,-41.35722222,NA,"",NA,NA,NA,NA,NA,"1802",1999,3,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","A.Clistenes","A.Clistenes","",NA,NA,"ACAS99031301","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_007","e93c4ea6-3671-4972-8d14-f1152e7a6342","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",23799,264425,"Astyanax hamatilis",NA,"Astyanax hamatilis","species","Lambari","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax hamatilis","MNRJ","ICTIOLOGIAMNRJ","rio São José, Lençóis, BA",-12.52111111,-41.37638889,"unknown",-12.52111111,-41.37638889,NA,"",NA,NA,NA,NA,NA,"70",1999,3,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","A.Clistenes","F.Melo","2014-01-01",NA,NA,"ACAS99031102","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_008","e61b4f70-a186-4c18-be9c-0d54aa85cb6e","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",21993,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","rio São José, Lençóis, BA",-12.54777778,-41.54611111,"unknown",-12.54777778,-41.54611111,NA,"",NA,NA,NA,NA,NA,"38",1999,3,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","A.Clistenes","A.Clistenes","2001-01-01",NA,NA,"ACAS99031002","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_009","e186d7f7-aa96-4627-b4cb-0e4810a29ca5","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",22692,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","rio Utinga-fazenda Pirajá, Utinga, BA",-12.24527778,-41.16333333,"unknown",-12.24527778,-41.16333333,NA,"",NA,NA,NA,NA,NA,"1103",1999,3,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","A.Clistenes","A.Clistenes","2000-01-01",NA,NA,"ACAS99031404","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_010","dc1fffd6-bb89-4af4-9be7-6094e7a61454","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",21639,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","rio São Francisco, Pirapora, MG",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"3",1958,3,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","H.Travassos","F.A.G.Melo","2001-01-01",NA,NA,"HT58031301","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_011","fdd7464e-94ad-48c1-960f-b2fb52b6f5f7","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",4786,233045,"Astyanax giton",NA,"Astyanax giton","species","Piaba do rio paraíba","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax giton","MNRJ","ICTIOLOGIAMNRJ","ribeirão Sto. Antônio, Vale do Paraíba, Itatiaia, est. do Rio de Janeiro",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"11",1944,4,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","H. Berla","","",NA,NA,"HB44040001","true","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_012","daaf5abb-89de-4746-bdd1-304c45c7b7e2","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",21765,233148,"Astyanax lacustris",NA,"Astyanax lacustris","species","Tambiú","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax lacustris","MNRJ","ICTIOLOGIAMNRJ","rio Cachoeirinha, Utinga, BA",-12.23611111,-41.16222222,"unknown",-12.23611111,-41.16222222,NA,"",NA,NA,NA,NA,NA,"4",1999,3,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","A.Clistenes","A.Clistenes","2001-01-01",NA,NA,"ACAS99031403","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_013","daa0e374-5842-4830-9d2d-32aaef3f4298","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",9737,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","Km 3 estrada de Porto Vitória - Canoinha, Porto Vitória, Santa Catarina",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",1964,3,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","B.Prazeres","H.Travassos","1964-01-01",NA,NA,"BP64031301","true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_014","d8e228e2-a1a3-4588-8664-f0d5b740c850","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",29178,232970,"Astyanax paranae",NA,"Astyanax paranae","species","Lambari","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax paranae","MNRJ","ICTIOLOGIAMNRJ","córrego Quebra Perna (bacia do rio Tibagi), Parque Estadual de Vila Velha, Ponta Grosa, PR",-25.23583333,-50.00472222,"unknown",-25.23583333,-50.00472222,NA,"",NA,NA,NA,NA,NA,"7",2006,3,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","M.R.Vicari","L.F.S.Ingenito","2006-01-01",NA,NA,"MRV2006030001","true","false","false","false","false","false","false","false","false","false","true","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_015","ffda17dc-3a78-4bd2-8a54-07a58293091a","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",13157,170053,"Astyanax novae",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","córrego Pirapitinga (afluente margem direita rio Tocantins), próximo à foz.",-13.23583333,-48.13555556,"unknown",-13.23583333,-48.13555556,NA,"",NA,NA,NA,NA,NA,"1",1988,1,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","D.F. Moraes Jr. / Malacologia","F.L.K.Salgado","2012-01-01",NA,NA,"PCB8801019","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_016","fb3a251e-4908-481f-a63a-db233b1dd7a8","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",28998,233148,"Astyanax lacustris",NA,"Astyanax lacustris","species","Tambiú","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax lacustris","MNRJ","ICTIOLOGIAMNRJ","canal do rio Piumhi, confluência da foz do ribeirão das Minhocas, município de Capitólio, Minas Gerais",-20.53194444,-46045,"unknown",-20.53194444,-46045,NA,"",NA,NA,NA,NA,NA,"6",2006,1,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","false","","E.Q.Vianna","2007-01-01",NA,NA,"OMF2006011201","true","true","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_017","fab73d80-8462-4eda-bc32-27a5d32bf84f","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",29779,170053,"Astyanax altiparanae",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","rio Piumhi com o canal (transposicao do rio Piumhi, refluxo do Piumhi), Fazenda do Sr. Murilinho, Piumhi, MG",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"1",2005,4,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","L.H. da Silva","F.L.K.Salgado","2011-01-01",NA,NA,"LHS2005041402","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_018","fed4f13a-e2b8-46b8-ba2f-b701d0df5f29","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",23057,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","Lago das Carpas, Sede do Horto Florestal de Campos do Jordão",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"1",1998,9,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","L.H.da Silva","F.A.G.Melo","2002-01-01",NA,NA,"LHS98092501","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_019","d795b409-1d36-47a2-bb6f-a1dd9623dc76","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",25389,264352,"Astyanax hastatus",NA,"Astyanax hastatus","species","","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax hastatus","MNRJ","ICTIOLOGIAMNRJ","rio Paineiras, em Vargem Grande, a jusante da ponte na Avenida dos Bandeirantes",-22.98333333,-43.5,"unknown",-22.98333333,-43.5,NA,"",NA,NA,NA,NA,NA,"6",2003,3,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","J.R.Gomes","J.R.Gomes","2003-01-01",NA,NA,"JRG2003030301","true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_020","f554fde1-cb8c-4290-a7e0-d1a7ff7c908d","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",17575,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","rio Cangalha (afluente do rio Paranã), trecho entre a foz no rio Paranã e cruzamento com estrada que liga cidade de*",-15.41444444,-47.28972222,"unknown",-15.41444444,-47.28972222,NA,"",NA,NA,NA,NA,NA,"9",1983,4,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","L.E.M.Cardoso","","",NA,NA,"LEMC83040101","true","false","false","false","false","false","false","false","false","false","true","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_021","f29ce9dd-96b4-4833-b88c-b737d4bdaf5b","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",20747,233045,"Astyanax giton",NA,"Astyanax giton","species","Piaba do rio paraíba","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax giton","MNRJ","ICTIOLOGIAMNRJ","rio Para[iba do Sul, em frente ao afluente da Du Pont",-22.50194444,-44.22777778,"unknown",-22.50194444,-44.22777778,NA,"",NA,NA,NA,NA,NA,"1",1999,4,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","M.G.Peixoto","I.Fichberg","",NA,NA,"MGP99041601","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_022","f1c30567-99b9-402e-a918-4fb3ed06362d","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",29783,233203,"Astyanax fasciatus",NA,"Astyanax fasciatus","species","Mexican tetra","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax fasciatus","MNRJ","ICTIOLOGIAMNRJ","juncao do rio Piumhi com rio Sao Francisco, municipio de Piumhi, MG",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"1",2005,4,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","L.H. da Silva","U.Jaramillo","2008-01-01",NA,NA,"LHS2005041401","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_023","ff920026-2789-4dbd-96ac-b3d3eb032359","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",13693,233082,"Astyanax bimaculatus",NA,"Astyanax bimaculatus","species","Twospot astyanax","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax bimaculatus","MNRJ","ICTIOLOGIAMNRJ","rio dos Frades, junto à desembocadura do córrego da Chácara",-22.29083333,-42.84666667,"unknown",-22.29083333,-42.84666667,NA,"",NA,NA,NA,NA,NA,"3",1995,7,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","P.A.Buckup, D.F.Moraes, E.H.L.Pereira *","D.F.Moraes Jr.","1995-01-01",NA,NA,"MNI95072704","true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_024","ff1d43ab-f317-4e45-b88f-c1343b8c1a97","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",21244,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","açude da Bomba, cidade de Serrinha, BA",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"467",1951,7,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","","F.A.G.Melo","2001-01-01",NA,NA,"Z51070501","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_025","ff72873f-65e0-4921-bd72-2f37089d5115","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",28952,264352,"Astyanax hastatus",NA,"Astyanax hastatus","species","","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax hastatus","MNRJ","ICTIOLOGIAMNRJ","rio Paineiras, na estrada do Pacuí, Vargem Grande",-22.96583333,-43.49305556,"unknown",-22.96583333,-43.49305556,NA,"",NA,NA,NA,NA,NA,"11",2003,12,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","M.L.Souza,S.Barbosa,S.A.P.M.Fraga, *","B.C.Dias","2005-01-01",NA,NA,"T20031208PAI04","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_026","e7cc2dfd-68a1-4642-b107-c5e8c05c4e53","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",4785,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","ribeirão Sto. Antônio, Vale do Paraíba, Itatiaia, est. do Rio de Janeiro",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"3",1944,4,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","H. Berla","","",NA,NA,"HB44040001","true","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_027","fe63014e-8f4d-4891-8ad7-40bda6d80a28","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",22231,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","rio Forqueta, trib. do rio Taquari, sistema da Lagoa dos Patos, área de abrangência da Pequena Central Hidrelétrica*",-29.07694444,-52.21638889,"unknown",-29.07694444,-52.21638889,NA,"",NA,NA,NA,NA,NA,"6",2001,5,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","M.A.Majolo","F.A.G.Melo","2001-01-01",NA,NA,"MAM2001051001","true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_028","fcb6dc3b-a837-4dd5-8c16-31c2ec0a06c1","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",28862,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","rio Maria Comprida (sub-bacia do rio Piabanha, afluente do rio Paraíba do Sul)",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"7",2003,8,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","S.M.S.Dias,C.B.Santos-Filho,C.A.Carvalho","","",NA,NA,"SMSD2003083002","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_029","f83133de-c60f-49cf-aa6c-8878c7c7737f","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",25700,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","Buraco do Ministro, Farol de São Tomé, Campos dos Goytacazes",-22.05,-41.05,"unknown",-22.05,-41.05,NA,"",NA,NA,NA,NA,NA,"11",2003,5,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","D.F.Belote","F.A.G.Melo","2003-01-01",NA,NA,"DFB2003051801","true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
