"occ_id","Record.ID","Data.Resource.ID","Data.Resource.Name","Institution.ID","Institution","Collection.ID","Collection","Licence","Catalogue.Number","Taxon.Concept.GUID","Scientific.Name...original","Vernacular.name...original","Scientific.Name","Taxon.Rank","Vernacular.name","Kingdom","Phylum","Class","Order","Family","Genus","Species","Institution.Code","Collection.Code","Locality","Latitude...original","Longitude...original","Geodetic.datum...original","Latitude","Longitude","Coordinate.Uncertainty.in.Metres","Country...parsed","State...parsed","Minimum.elevation.in.meters","Maximum.elevation.in.meters","Minimum.depth.in.meters","Maximum.depth.in.meters","Individual.count","Year","Month","Basis.Of.Record","Basis.Of.Record...original","Occurrence.status","Sex","Taxonomic.Quality","Location.Quality","Collector","identified._.by","identified._.date","Record.number","raw._.sampling._.protocol","event._.id","Occurrence.status.assumed.to.be.present","Coordinates.are.out.of.range.for.species","Coordinates.dont.match.supplied.country","Day.and.month.transposed","Depth.value.supplied.in.feet","Depth.value.non.numeric","Depth.out.of.range","First.of.the.month","First.of.the.year","Identification.date.before.occurrence.date","Incomplete.collection.date","Invalid.collection.date","Name.not.in.national.checklists","Name.not.recognised","Collector.name.unparseable","Supplied.country.not.recognised","Kingdom.not.recognised","Type.status.not.recognised","Unrecognized.geodetic.datum","valid_coord",".val",".equ",".zer",".cap",".cen",".sea",".otl",".gbf",".inst",".summary"
"occ_122","caf18182-5441-496f-87c8-ae4b2d19a992","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",20868,138615,"Astyanax scabripinnis",NA,"Astyanax scabripinnis","species","Piaba sulana","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax scabripinnis","MNRJ","ICTIOLOGIAMNRJ","rio do Saco e pequeno tributário em frente a Escola Municipal Cordélia Josephina de Magalhães Pahl, localidade*",-22.88277778,-44.01222222,"unknown",-22.88277778,-44.01222222,NA,"",NA,NA,NA,NA,NA,"14",2000,9,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","P.A.Buckup, A.T.Aranda, M.R.S.Melo, F.A.G*","M.R.S.Melo","2000-01-01",NA,NA,"PAB2000092103","true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_123","d7d342a7-9280-4d27-82fa-b51b28c39f8a","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",11181,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","rio Sambabaia, afluente do rio Arinos, rodovia 163, km 200, Diamantino, Mato Grosso",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"17",1983,10,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","A.C.Domingos","","",NA,NA,"PPN83100002","true","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_124","ce7fd8a0-d3c5-4f05-871c-a8e8bf10a08d","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",8848,264352,"Astyanax hastatus",NA,"Astyanax hastatus","species","","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax hastatus","MNRJ","ICTIOLOGIAMNRJ","canal do Cação Vermelho (próximo a Santa Cruz), Baixada Fluminense",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"1",1944,1,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","","F.A.G.Melo","2001-01-01",NA,NA,"Z44010701","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_125","a0b60af4-c641-4612-9cf2-ec50d08d3ab1","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",13876,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","rio São João no cruzamento com a BR-101",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"15",1992,4,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","C.R.S.F.Bizerril","C.R.S.F.Bizerril","1995-01-01",NA,NA,"CRSFB92042202","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_126","9fc5291d-5b3b-4b0d-9440-f23068c6be26","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",22657,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","rio Caldeirão, Lençóis, BA",-12.65916667,-41.37,"unknown",-12.65916667,-41.37,NA,"",NA,NA,NA,NA,NA,"1454",1999,3,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","A.Clistenes","A.Clistenes","",NA,NA,"ACAS99031303","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_127","9e3fad3a-bd77-4459-8d26-e36307e5400c","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",17911,233148,"Astyanax lacustris",NA,"Astyanax lacustris","species","Tambiú","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax lacustris","MNRJ","ICTIOLOGIAMNRJ","rio São Francisco, Pirapora, MG",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"5",1957,3,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","","F.L.K.Salgado","2012-01-01",NA,NA,"Z57030701","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_128","ccbc49d1-054f-4819-b323-857571925278","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",6279,138615,"Astyanax scabripinnis",NA,"Astyanax scabripinnis","species","Piaba sulana","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax scabripinnis","MNRJ","ICTIOLOGIAMNRJ","Ilha dos Pombos, rio Paraíba do Sul",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"1",1942,1,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","W.A.Gosline","W.A. Gosline","",NA,NA,"WAG42011201","true","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_129","cd9181c8-9590-472b-921a-aa066ddb7f2e","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",20745,233045,"Astyanax giton",NA,"Astyanax giton","species","Piaba do rio paraíba","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax giton","MNRJ","ICTIOLOGIAMNRJ","Rio Paraíba do Sul, #266, Barra do Piraí, tributário",-22.42527778,-43.73166667,"unknown",-22.42527778,-43.73166667,NA,"",NA,NA,NA,NA,NA,"6",1999,5,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","M.G.Peixoto","F.A.G.Melo","2000-01-01",NA,NA,"MGP99051301","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_130","dd0f710c-de57-465e-8e74-3da7a617d22d","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",16703,138615,"Astyanax scabripinnis",NA,"Astyanax scabripinnis","species","Piaba sulana","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax scabripinnis","MNRJ","ICTIOLOGIAMNRJ","Rio Pirapitinga (afl. r. Paraopeba, afl. r. Pomba, afl. da m. esq. do r. Paraíba do Sul),a montante de Pirapitinga, **",-21.65,-42.35,"unknown",-21.65,-42.35,NA,"",NA,NA,NA,NA,NA,"6",1989,8,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","E.P.Caramaschi et al.","","",NA,NA,"PPS8908092","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_131","e23c40dc-0c53-4566-ba44-4f54bb18c6f7","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",22693,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","rio São José(Centro), Lençóis, BA",-12.54777778,-41.37916667,"unknown",-12.54777778,-41.37916667,NA,"",NA,NA,NA,NA,NA,"36",1999,11,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","A.Clistenes","A.Clistenes","2000-01-01",NA,NA,"ACAS99110503","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_132","ccf9d7a1-5097-4b76-a84a-a72888dc061c","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",17879,264352,"Astyanax hastatus",NA,"Astyanax hastatus","species","","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax hastatus","MNRJ","ICTIOLOGIAMNRJ","Ribeirão São Pedro (tributário do rio Paraíba do Sul), Km 246 da BR 116, mun. Barra do Piraí, RJ",-22.42527778,-43.73166667,"unknown",-22.42527778,-43.73166667,NA,"",NA,NA,NA,NA,NA,"2",1998,12,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","Ilana Fichberg","F.A.G.Melo","2014-01-01",NA,NA,"IF97121101","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_133","9d23558d-7e1f-4a2f-bbfc-1e9b2c001f56","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",25298,264352,"Astyanax hastatus",NA,"Astyanax hastatus","species","","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax hastatus","MNRJ","ICTIOLOGIAMNRJ","Canal de Sernambetiba, 500m a montante da Av. das Américas",-23.01666667,-43.5,"unknown",-23.01666667,-43.5,NA,"",NA,NA,NA,NA,NA,"2",2003,4,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","J.R.Gomes","J.R.Gomes","2003-01-01",NA,NA,"JRG2003040901","true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_134","d7fe0ba0-c66b-4b91-a811-b18c6ec5fbf5","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",31327,264403,"Astyanax taeniatus",NA,"Astyanax taeniatus","species","Mojarra","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax taeniatus","MNRJ","ICTIOLOGIAMNRJ","rio Macae, municipio de Casimiro de Abreu",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"1",2007,7,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","C.M.Volcker","L.F.S.Ingenito","2007-01-01",NA,NA,"CMV2007070001","true","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_135","dbb2448a-6450-416c-a737-5cff16599234","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",25835,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","rio Iguaçu, Areala Água Azul, Água Azul, Lapa, PR",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"1",2001,8,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","F.X.Wegbecher","","",NA,NA,"FXW2001081701","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_136","d77b3775-fd6f-4a27-aa9f-9f0e5fc4129a","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",21813,233203,"Astyanax fasciatus",NA,"Astyanax fasciatus","species","Mexican tetra","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax fasciatus","MNRJ","ICTIOLOGIAMNRJ","rio Vasa-Barris, mun. de Canudos, BA",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"11",1955,7,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","H.Travassos","F.A.G.Melo","2001-01-01",NA,NA,"HT55070001","true","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_137","c95a879a-c99c-48d7-8464-9eeabf31a164","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",28999,233148,"Astyanax lacustris",NA,"Astyanax lacustris","species","Tambiú","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax lacustris","MNRJ","ICTIOLOGIAMNRJ","canal do rio Piumhi, confluência da foz do ribeirão das Minhocas, município de Capitólio, Minas Gerais",-20.53194444,-46045,"unknown",-20.53194444,-46045,NA,"",NA,NA,NA,NA,NA,"5",2006,1,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","false","","F.L.K.Salgado","2013-01-01",NA,NA,"OMF2006011201","true","true","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_138","d1067d91-000c-478c-a2f9-337c5d00b075","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",23810,233203,"Astyanax fasciatus",NA,"Astyanax fasciatus","species","Mexican tetra","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax fasciatus","MNRJ","ICTIOLOGIAMNRJ","rio Crotário, João Neiva, ES [bacia do Piraquê-Açú]",-19.7525,-40.40722222,"unknown",-19.7525,-40.40722222,NA,"",NA,NA,NA,NA,NA,"2",2001,2,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","R.L.Teixeira","A.T.Aranda","2002-01-01",NA,NA,"RLT2001021801","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"occ_139","9c4f18ec-be32-4ef7-9e3d-cc4c5325d6ae","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",29781,233203,"Astyanax fasciatus",NA,"Astyanax fasciatus","species","Mexican tetra","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax fasciatus","MNRJ","ICTIOLOGIAMNRJ","rio Piumhi com o canal (transposicao do rio Piumhi, refluxo do Piumhi), Fazenda do Sr. Murilinho, Piumhi, MG",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"1",2005,4,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","L.H. da Silva","U.Jaramillo","2008-01-01",NA,NA,"LHS2005041402","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_140","d1dd13e4-66ab-408c-9e08-56f7948c5a2a","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",18179,233203,"Astyanax fasciatus",NA,"Astyanax fasciatus","species","Mexican tetra","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax fasciatus","MNRJ","ICTIOLOGIAMNRJ","rio Paraíba do Sul, margem direita, junto à foz do rio Calçado, mun. Três Rios, RJ",-22.1,-43.06666667,"unknown",-22.1,-43.06666667,NA,"",NA,NA,NA,NA,NA,"4",1988,10,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","E.P.Caramaschi et al.","D.Strufaldi","1999-01-01",NA,NA,"PPS881029021","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"occ_141","cfbebbbd-7d25-40c9-a9eb-da866aa77a89","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",8541,233203,"Astyanax fasciatus",NA,"Astyanax fasciatus","species","Mexican tetra","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax fasciatus","MNRJ","ICTIOLOGIAMNRJ","córrego afluente do rio Cari, Porto de Cima, Município de Morretes, Paraná",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"1",1953,2,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","R. Lange","H. Travassos","",NA,NA,"RL53020001","true","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_142","c5a5f06f-c40c-4b10-ac13-0e72d23a3086","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",16734,233082,"Astyanax bimaculatus",NA,"Astyanax bimaculatus","species","Twospot astyanax","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax bimaculatus","MNRJ","ICTIOLOGIAMNRJ","lagoa ao lado da estrada Itaperuna-Campos, na entrada de Campos, RJ",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"2",1989,5,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","D.F.Moraes Jr","","",NA,NA,"PPS89053001","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_143","d54e581c-8dbb-49d9-8056-511ba70280c9","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",6226,170053,"Astyanax cuvieri",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","rio São Francisco, Glória, Est. da Bahia",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"10",1951,7,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","Com. do Mus. Nacional e do Inst. de Saúde","F.A.G.Melo","",NA,NA,"CMN51071001","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_144","fb60d7d7-56a0-4e3d-b991-527013c13dc4","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",4854,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"9",NA,NA,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","","","",NA,NA,"NODATA","true","false","false","false","false","false","false","false","false","false","true","true","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_145","dd4a4d46-b554-4cab-8846-ae03e61aaa38","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",23802,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","poço Mandassai, Lençóis, BA",-12.52194444,-41.37583333,"unknown",-12.52194444,-41.37583333,NA,"",NA,NA,NA,NA,NA,"61",1999,11,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","A.Clistenes","A.Clistenes","",NA,NA,"ACAS99110703","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_146","dccd732a-460e-43fb-8223-9b35a08b4660","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",4191,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","Faz. Almada, Ilhéus, Bahia",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",1944,11,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","J.G.dos Santos","","",NA,NA,"JGS44110001","true","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_147","ca94a494-e52f-4336-ac63-be00a28ba104","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",14477,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","rio Pelotas, na foz do arroio que drena a Fazenda Guatambu, N-NW da Vila Industrial (Santo Inácio)",-28.45833333,-50.21666667,"unknown",-28.45833333,-50.21666667,NA,"",NA,NA,NA,NA,NA,"28",1996,2,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","P.A. Buckup","","",NA,NA,"PAB96022001","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_148","cde7c446-2137-459b-be95-a9b44d6cc61f","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",13667,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","rio Cubatão, Joinville",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"12",1991,10,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","C.R.S.F.Bizerril","C.R.S.F.Bizerril","1995-01-01",NA,NA,"CRSFB91101101","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_149","dca15b8c-a56c-4365-bbb2-0913fc78df53","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",11180,170053,"Astyanax maximus",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","rio Pregão (afluente do rio Urupa), perto de Mirante da Serra, rodovia BR-470, linha 81, Vila Nova União",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"1",1983,11,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","A.C.Domingos","W.M.Ohara","2016-01-01",NA,NA,"PPN83110004","true","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_150","d1b86829-c0f9-4bdb-b9bf-4937c08ea769","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",29014,138703,"Astyanax intermedius",NA,"Astyanax intermedius","species","","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax intermedius","MNRJ","ICTIOLOGIAMNRJ","córrego 25 de Julho, Alto Santo Antônio, Santa Teresa, ES",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"13",2005,6,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","R.L.Teixeira","F.A.G.Melo","2014-01-01",NA,NA,"RLT2005060501","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_151","942c9d0b-1124-4fd2-abe4-b9144d7ea1a7","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",21648,233148,"Astyanax lacustris",NA,"Astyanax lacustris","species","Tambiú","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax lacustris","MNRJ","ICTIOLOGIAMNRJ","rio São Francisco, Pirapora, MG",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"11",1958,3,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","H.Travassos","F.A.G.Melo","2001-01-01",NA,NA,"HT58031301","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
