"","id","establishmentMeans","order","family","genus","scientificName","taxonRank"
"353","urn:lsid:zoobank.org:act:6717605B-5C90-4F53-A406-618512F23E29","Endémico para: Colombia","Siluriformes","Heptapteridae","Pimelodella","Pimelodella floridablancaensis","Especie"
"354","urn:lsid:zoobank.org:act:0FC94520-E3BE-4948-8B69-B5A96B646552","Endémico para: Colombia","Siluriformes","Heptapteridae","Pimelodella","Pimelodella macrocephala","Especie"
"355","urn:lsid:zoobank.org:act:946C2CDA-5AA4-4D5A-98CC-9D32138CEC72","Endémico para: Colombia","Siluriformes","Heptapteridae","Pimelodella","Pimelodella reyesi","Especie"
"356","urn:lsid:zoobank.org:act:EB2DEC53-73D1-47DD-83D4-A9EC1E87B53F","Endémico para: Colombia","Siluriformes","Heptapteridae","Pimelodella","Pimelodella yaharo","Especie"
"357","urn:lsid:zoobank.org:act:D0D7DC43-88C5-4FE1-AE7C-107BA96B8E32","Endémico para: Colombia","Siluriformes","Heptapteridae","Rhamdia","Rhamdia saijaensis","Especie"
"358","urn:lsid:zoobank.org:act:EA2D3A0C-8996-409A-872D-7D488312E16D","Endémico para: Colombia","Siluriformes","Pimelodidae","Megalonema","Megalonema xanthum","Especie"
"359","urn:lsid:zoobank.org:act:2EE92D7E-9C57-4072-A9EA-E33102282B57","Endémico para: Colombia","Siluriformes","Pimelodidae","Pimelodus","Pimelodus crypticus","Especie"
"360","urn:lsid:zoobank.org:act:0E9B911C-6F4F-47A1-B67A-45AD9322492E","Endémico para: Colombia","Siluriformes","Pimelodidae","Pimelodus","Pimelodus garciabarrigai","Especie"
"361","urn:lsid:zoobank.org:act:2F2E6DC7-F693-4339-892E-CBD5B2AED193","Endémico para: Colombia","Siluriformes","Pimelodidae","Pimelodus","Pimelodus grosskopfii","Especie"
"362","urn:lsid:zoobank.org:act:A2FE77A8-417D-4599-BD14-E3E2BDEAA5A8","Endémico para: Colombia","Siluriformes","Pimelodidae","Pimelodus","Pimelodus yuma","Especie"
"363","urn:lsid:catalogueoflife.org:taxon:1818450b-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Siluriformes","Pimelodidae","Pseudoplatystoma","Pseudoplatystoma magdaleniatum","Especie"
"364","urn:lsid:catalogueoflife.org:taxon:1822ea64-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Siluriformes","Pseudopimelodidae","Cruciglanis","Cruciglanis pacifici","Especie"
"365","urn:lsid:zoobank.org:act:B7C6CA2C-9F26-4FA1-BB67-90E92DA5B703","Endémico para: Colombia","Siluriformes","Pseudopimelodidae","Pseudopimelodus","Pseudopimelodus schultzi","Especie"
"366","urn:lsid:zoobank.org:act:5D5B0A27-7ABA-4C26-962F-613C042BF8B5","Endémico para: Colombia","Batrachoidiformes","Batrachoididae","Daector","Daector gerringi","Especie"
"367","urn:lsid:zoobank.org:act:2CD32357-18D7-46CA-997C-FA1F117C4C12","Endémico para: Colombia","Batrachoidiformes","Batrachoididae","Daector","Daector quadrizonatus","Especie"
"368","urn:lsid:catalogueoflife.org:taxon:15e2d0da-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Carangiformes","Achiridae","Trinectes","Trinectes hubbsbollinger","Especie"
"369","urn:lsid:zoobank.org:act:A12BDEF6-0B4A-413C-BAD8-0CE52F56C3A6","Endémico para: Colombia","Cichliformes","Cichlidae","Geophagus","Geophagus pellegrini","Especie"
"370","urn:lsid:zoobank.org:act:5976253B-5FBF-42BA-A58A-117038CA0913","Endémico para: Colombia","Cichliformes","Cichlidae","Apistogramma","Apistogramma alacrina","Especie"
"371","urn:lsid:zoobank.org:act:994FA6C0-3B45-4312-832D-F77CAA038D1E","Endémico para: Colombia","Cichliformes","Cichlidae","Apistogramma","Apistogramma iniridae","Especie"
"372","urn:lsid:catalogueoflife.org:taxon:15e7ee94-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Cichliformes","Cichlidae","Apistogramma","Apistogramma lineata","Especie"
"373","urn:lsid:zoobank.org:act:1CC7A739-DA6C-4B03-82BC-1600DCDDC7C3","Endémico para: Colombia","Cichliformes","Cichlidae","Apistogramma","Apistogramma macmasteri","Especie"
"374","urn:lsid:zoobank.org:act:367B9A41-6BB6-4CAF-B8E0-D9DB106FD872","Endémico para: Colombia","Cichliformes","Cichlidae","Andinoacara","Andinoacara biseriatus","Especie"
"375","urn:lsid:zoobank.org:act:4DC1188F-73DA-4963-B618-E1793AA77BDF","Endémico para: Colombia","Cichliformes","Cichlidae","Andinoacara","Andinoacara latifrons","Especie"
"376","urn:lsid:zoobank.org:act:D5CEC465-56C6-4AFA-ACAF-D77F1D45265B","Endémico para: Colombia","Cichliformes","Cichlidae","Bujurquina","Bujurquina mariae","Especie"
"377","urn:lsid:zoobank.org:act:228E73E8-3EF4-4869-A104-C8ECEB82B536","Endémico para: Colombia","Cichliformes","Cichlidae","Chocoheros","Chocoheros microlepis","Especie"
"378","urn:lsid:zoobank.org:act:6FDAC80A-04E4-42B9-B4B7-0A0FAE32C3A4","Endémico para: Colombia","Cichliformes","Cichlidae","Mesoheros","Mesoheros atromaculatus","Especie"
"379","urn:lsid:zoobank.org:act:16BFA389-1F0B-47F3-871A-E6B93E2ACC13","Endémico para: Colombia","Cichliformes","Cichlidae","Mesoheros","Mesoheros gephyrum","Especie"
"380","urn:lsid:zoobank.org:act:12762877-CE05-4441-8882-F89312533448","Endémico para: Colombia","Cyprinodontiformes","Rivulidae","Rachovia","Rachovia myersi","Especie"
"381","urn:lsid:zoobank.org:act:CAEEAC49-A47D-410B-9FCE-EB0C87D5B2F9","Endémico para: Colombia","Cyprinodontiformes","Rivulidae","Rivulus","Rivulus corpulentus","Especie"
"382","urn:lsid:zoobank.org:act:E9BAB7B4-2352-487C-B98C-63B3F17B31DB","Endémico para: Colombia","Cyprinodontiformes","Rivulidae","Rivulus","Rivulus taeniatus","Especie"
"383","urn:lsid:zoobank.org:act:076BD18A-68FA-41D5-8A04-461708F9648D","Endémico para: Colombia","Cyprinodontiformes","Rivulidae","Rivulus","Rivulus tessellatus","Especie"
"384","urn:lsid:zoobank.org:act:95425FE9-85E5-4D76-96C7-870B462A1B8D","Endémico para: Colombia","Cyprinodontiformes","Rivulidae","Rivulus","Rivulus azurescens","Especie"
"385","urn:lsid:zoobank.org:act:8BBD608E-225B-41A1-8E1A-32ADA6F31BEA","Endémico para: Colombia","Cyprinodontiformes","Rivulidae","Rivulus","Rivulus boehlkei","Especie"
"386","urn:lsid:zoobank.org:act:E2E85C20-EAE6-4A36-A955-A2D3BC3BDD5D","Endémico para: Colombia","Cyprinodontiformes","Rivulidae","Rivulus","Rivulus elegans","Especie"
"387","urn:lsid:zoobank.org:act:88F45840-3DC1-4A6C-9C59-00F6180A0C31","Endémico para: Colombia","Cyprinodontiformes","Rivulidae","Rivulus","Rivulus leucurus","Especie"
"388","urn:lsid:zoobank.org:act:6D76B452-0B66-4337-BDF2-184F8A03A807","Endémico para: Colombia","Cyprinodontiformes","Rivulidae","Rivulus","Rivulus magdalenae","Especie"
"389","urn:lsid:zoobank.org:act:D30564C7-9A87-4845-A46A-DD78D9C83EF1","Endémico para: Colombia","Cyprinodontiformes","Rivulidae","Rivulus","Rivulus pacificus","Especie"
"390","urn:lsid:zoobank.org:act:026B10BD-D9B7-4E7B-8C96-8FBC673D0C0D","Endémico para: Colombia","Cyprinodontiformes","Rivulidae","Rivulus","Rivulus pivijay","Especie"
"391","urn:lsid:zoobank.org:act:1E4B7BC9-689C-4B6E-8ED0-36E37849F5D3","Endémico para: Colombia","Cyprinodontiformes","Rivulidae","Rivulus","Rivulus ribesrubrum","Especie"
"392","urn:lsid:zoobank.org:act:BBA358E2-AF99-4496-8E32-6FF44AEEFCB3","Endémico para: Colombia","Cyprinodontiformes","Rivulidae","Rivulus","Rivulus xi","Especie"
"393","urn:lsid:zoobank.org:act:F01B9379-2DA1-40AB-842B-F0DFC2CB2BD3","Endémico para: Colombia","Cyprinodontiformes","Rivulidae","Rivulus","Rivulus altivelis","Especie"
"394","urn:lsid:zoobank.org:act:A25E4F55-4D41-43E5-96E1-8B95DC629345","Endémico para: Colombia","Cyprinodontiformes","Rivulidae","Rivulus","Rivulus leticia","Especie"
"395","urn:lsid:zoobank.org:act:69332588-90DC-4414-985D-A388AC11E99A","Endémico para: Colombia","Cyprinodontiformes","Cyprinodontidae","Yssolebias","Yssolebias martae","Especie"
"396","urn:lsid:zoobank.org:act:FDBFEC59-370C-4A5E-87F1-7F446511729","Endémico para: Colombia","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia lemaitrei","Especie"
"397","urn:lsid:zoobank.org:act:20B481D2-3E03-40D8-8414-D23614D1DE41","Endémico para: Colombia","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia meadi","Especie"
"398","urn:lsid:zoobank.org:act:3D61A105-AF22-4104-8D30-02510506EDFC","Endémico para: Colombia","Cyprinodontiformes","Poeciliidae","Neoheterandria","Neoheterandria elegans","Especie"
"399","urn:lsid:zoobank.org:act:89A88901-9341-45FB-B0B5-2FD71DE80C02","Endémico para: Colombia","Cyprinodontiformes","Poeciliidae","Priapichthys","Priapichthys caliensis","Especie"
"400","urn:lsid:zoobank.org:act:49D3FDE7-EDD3-49AE-8998-5BC195E306A0","Endémico para: Colombia","Cyprinodontiformes","Poeciliidae","Priapichthys","Priapichthys nigroventralis","Especie"
"401","urn:lsid:zoobank.org:act:06FFCCDF-F5D6-4BC5-A0DB-11B4B7A0A5EC","Endémico para: Colombia","Cyprinodontiformes","Poeciliidae","Diphyacantha","Diphyacantha chocoensis","Especie"
"402","urn:lsid:zoobank.org:act:1ED8E2BD-F800-4A64-AB0B-AF6ED35196E2","Endémico para: Colombia","Cyprinodontiformes","Poeciliidae","Pseudopoecilia","Pseudopoecilia austrocolumbiana","Especie"
"403","urn:lsid:zoobank.org:act:A59ECA5E-8C7A-4303-B851-03374AC6DDD2","Endémico para: Colombia","Cyprinodontiformes","Poeciliidae","Poecilia","Poecilia mechthildae","Especie"
